"2.0.0"
"ExecType","Date","SerialNo","Brand","PnP","Destination","IP","Host","Storage","FileName","FileID","TotalItem","NumOfOkItem","ResultCode","ResultName","Identifier"
"EXPORT"
"2022-04-05T14:26:54-07:00"
"C768R611024"
"RICOH"
"MP C2004ex"
"1"
"192.168.0.210"
"SLO-Ricoh"
"PC"
"20220405142654C768R611024.csv"
"20220405142654C768R611024"
"4075    "
"4075    "
"0  "
"SUCCESS                         "
"ModuleID","PrefID","Item","NgCode","NgName"
"11","80000063","Program 21 icon","0","SUCCEEDED"
"11","80000064","Program 21 data","0","SUCCEEDED"
"11","80000065","Program 22 name","0","SUCCEEDED"
"11","80000066","Program 22 icon","0","SUCCEEDED"
"11","80000067","Program 22 data","0","SUCCEEDED"
"11","80000068","Program 23 name","0","SUCCEEDED"
"11","80000069","Program 23 icon","0","SUCCEEDED"
"11","80000070","Program 23 data","0","SUCCEEDED"
"11","80000071","Program 24 name","0","SUCCEEDED"
"11","80000072","Program 24 icon","0","SUCCEEDED"
"11","80000073","Program 24 data","0","SUCCEEDED"
"11","80000074","Program 25 name","0","SUCCEEDED"
"11","80000075","Program 25 icon","0","SUCCEEDED"
"11","80000076","Program 25 data","0","SUCCEEDED"
"11","80300001","Default Setting","0","SUCCEEDED"
"11","80300002","SharedPreferences user_setting","0","SUCCEEDED"
"11","80300003","SharedPreferences ManualTrayPaperSize","0","SUCCEEDED"
"11","80300004","SharedPreferences PreferenceColorBalanceProgram1","0","SUCCEEDED"
"11","80300005","SharedPreferences PreferenceColorBalanceProgram2","0","SUCCEEDED"
"11","80300006","SharedPreferences PreferenceColorBalanceProgram3","0","SUCCEEDED"
"11","80300007","Program 1 name","0","SUCCEEDED"
"11","80300008","Program 1 icon","0","SUCCEEDED"
"11","80300009","Program 1 data","0","SUCCEEDED"
"11","80300010","Program 2 name","0","SUCCEEDED"
"11","80300011","Program 2 icon","0","SUCCEEDED"
"11","80300012","Program 2 data","0","SUCCEEDED"
"11","80300013","Program 3 name","0","SUCCEEDED"
"11","80300014","Program 3 icon","0","SUCCEEDED"
"11","80300015","Program 3 data","0","SUCCEEDED"
"11","80300016","Program 4 name","0","SUCCEEDED"
"11","80300017","Program 4 icon","0","SUCCEEDED"
"11","80300018","Program 4 data","0","SUCCEEDED"
"11","80300019","Program 5 name","0","SUCCEEDED"
"11","80300020","Program 5 icon","0","SUCCEEDED"
"11","80300021","Program 5 data","0","SUCCEEDED"
"11","80300022","Program 6 name","0","SUCCEEDED"
"11","80300023","Program 6 icon","0","SUCCEEDED"
"11","80300024","Program 6 data","0","SUCCEEDED"
"11","80300025","Program 7 name","0","SUCCEEDED"
"11","80300026","Program 7 icon","0","SUCCEEDED"
"11","80300027","Program 7 data","0","SUCCEEDED"
"11","80300028","Program 8 name","0","SUCCEEDED"
"11","80300029","Program 8 icon","0","SUCCEEDED"
"11","80300030","Program 8 data","0","SUCCEEDED"
"11","80300031","Program 9 name","0","SUCCEEDED"
"11","80300032","Program 9 icon","0","SUCCEEDED"
"11","80300033","Program 9 data","0","SUCCEEDED"
"11","80300034","Program 10 name","0","SUCCEEDED"
"11","80300035","Program 10 icon","0","SUCCEEDED"
"11","80300036","Program 10 data","0","SUCCEEDED"
"11","80300037","Program 11 name","0","SUCCEEDED"
"11","80300038","Program 11 icon","0","SUCCEEDED"
"11","80300039","Program 11 data","0","SUCCEEDED"
"11","80300040","Program 12 name","0","SUCCEEDED"
"11","80300041","Program 12 icon","0","SUCCEEDED"
"11","80300042","Program 12 data","0","SUCCEEDED"
"11","80300043","Program 13 name","0","SUCCEEDED"
"11","80300044","Program 13 icon","0","SUCCEEDED"
"11","80300045","Program 13 data","0","SUCCEEDED"
"11","80300046","Program 14 name","0","SUCCEEDED"
"11","80300047","Program 14 icon","0","SUCCEEDED"
"11","80300048","Program 14 data","0","SUCCEEDED"
"11","80300049","Program 15 name","0","SUCCEEDED"
"11","80300050","Program 15 icon","0","SUCCEEDED"
"11","80300051","Program 15 data","0","SUCCEEDED"
"11","80300052","Program 16 name","0","SUCCEEDED"
"11","80300053","Program 16 icon","0","SUCCEEDED"
"11","80300054","Program 16 data","0","SUCCEEDED"
"11","80300055","Program 17 name","0","SUCCEEDED"
"11","80300056","Program 17 icon","0","SUCCEEDED"
"11","80300057","Program 17 data","0","SUCCEEDED"
"11","80300058","Program 18 name","0","SUCCEEDED"
"11","80300059","Program 18 icon","0","SUCCEEDED"
"11","80300060","Program 18 data","0","SUCCEEDED"
"11","80300061","Program 19 name","0","SUCCEEDED"
"11","80300062","Program 19 icon","0","SUCCEEDED"
"11","80300063","Program 19 data","0","SUCCEEDED"
"11","80300064","Program 20 name","0","SUCCEEDED"
"11","80300065","Program 20 icon","0","SUCCEEDED"
"11","80300066","Program 20 data","0","SUCCEEDED"
"11","80300067","Program 21 name","0","SUCCEEDED"
"11","80300068","Program 21 icon","0","SUCCEEDED"
"11","80300069","Program 21 data","0","SUCCEEDED"
"11","80300070","Program 22 name","0","SUCCEEDED"
"11","80300071","Program 22 icon","0","SUCCEEDED"
"11","80300072","Program 22 data","0","SUCCEEDED"
"11","80300073","Program 23 name","0","SUCCEEDED"
"11","80300074","Program 23 icon","0","SUCCEEDED"
"11","80300075","Program 23 data","0","SUCCEEDED"
"11","80300076","Program 24 name","0","SUCCEEDED"
"11","80300077","Program 24 icon","0","SUCCEEDED"
"11","80300078","Program 24 data","0","SUCCEEDED"
"11","80300079","Program 25 name","0","SUCCEEDED"
"11","80300080","Program 25 icon","0","SUCCEEDED"
"11","80300081","Program 25 data","0","SUCCEEDED"
"11","80300082","SharedPreferences PreferenceIconOrderCommon","0","SUCCEEDED"
"11","80100001","scan_default_setting","0","SUCCEEDED"
"11","80100002","INFO_NAME1","0","SUCCEEDED"
"11","80100003","INFO_ICON1","0","SUCCEEDED"
"11","80100004","INFO_DATA1","0","SUCCEEDED"
"11","80100005","INFO_NAME2","0","SUCCEEDED"
"11","80100006","INFO_ICON2","0","SUCCEEDED"
"11","80100007","INFO_DATA2","0","SUCCEEDED"
"11","80100008","INFO_NAME3","0","SUCCEEDED"
"11","80100009","INFO_ICON3","0","SUCCEEDED"
"11","80100010","INFO_DATA3","0","SUCCEEDED"
"11","80100011","INFO_NAME4","0","SUCCEEDED"
"11","80100012","INFO_ICON4","0","SUCCEEDED"
"11","80100013","INFO_DATA4","0","SUCCEEDED"
"11","80100014","INFO_NAME5","0","SUCCEEDED"
"11","80100015","INFO_ICON5","0","SUCCEEDED"
"11","80100016","INFO_DATA5","0","SUCCEEDED"
"11","80100017","INFO_NAME6","0","SUCCEEDED"
"11","80100018","INFO_ICON6","0","SUCCEEDED"
"11","80100019","INFO_DATA6","0","SUCCEEDED"
"11","80100020","INFO_NAME7","0","SUCCEEDED"
"11","80100021","INFO_ICON7","0","SUCCEEDED"
"11","80100022","INFO_DATA7","0","SUCCEEDED"
"11","80100023","INFO_NAME8","0","SUCCEEDED"
"11","80100024","INFO_ICON8","0","SUCCEEDED"
"11","80100025","INFO_DATA8","0","SUCCEEDED"
"11","80100026","INFO_NAME9","0","SUCCEEDED"
"11","80100027","INFO_ICON9","0","SUCCEEDED"
"11","80100028","INFO_DATA9","0","SUCCEEDED"
"11","80100029","INFO_NAME10","0","SUCCEEDED"
"11","80100030","INFO_ICON10","0","SUCCEEDED"
"11","80100031","INFO_DATA10","0","SUCCEEDED"
"11","80100032","INFO_NAME11","0","SUCCEEDED"
"11","80100033","INFO_ICON11","0","SUCCEEDED"
"11","80100034","INFO_DATA11","0","SUCCEEDED"
"11","80100035","INFO_NAME12","0","SUCCEEDED"
"11","80100036","INFO_ICON12","0","SUCCEEDED"
"11","80100037","INFO_DATA12","0","SUCCEEDED"
"11","80100038","INFO_NAME13","0","SUCCEEDED"
"11","80100039","INFO_ICON13","0","SUCCEEDED"
"11","80100040","INFO_DATA13","0","SUCCEEDED"
"11","80100041","INFO_NAME14","0","SUCCEEDED"
"11","80100042","INFO_ICON14","0","SUCCEEDED"
"11","80100043","INFO_DATA14","0","SUCCEEDED"
"11","80100044","INFO_NAME15","0","SUCCEEDED"
"11","80100045","INFO_ICON15","0","SUCCEEDED"
"11","80100046","INFO_DATA15","0","SUCCEEDED"
"11","80100047","INFO_NAME16","0","SUCCEEDED"
"11","80100048","INFO_ICON16","0","SUCCEEDED"
"11","80100049","INFO_DATA16","0","SUCCEEDED"
"11","80100050","INFO_NAME17","0","SUCCEEDED"
"11","80100051","INFO_ICON17","0","SUCCEEDED"
"11","80100052","INFO_DATA17","0","SUCCEEDED"
"11","80100053","INFO_NAME18","0","SUCCEEDED"
"11","80100054","INFO_ICON18","0","SUCCEEDED"
"11","80100055","INFO_DATA18","0","SUCCEEDED"
"11","80100056","INFO_NAME19","0","SUCCEEDED"
"11","80100057","INFO_ICON19","0","SUCCEEDED"
"11","80100058","INFO_DATA19","0","SUCCEEDED"
"11","80100059","INFO_NAME20","0","SUCCEEDED"
"11","80100060","INFO_ICON20","0","SUCCEEDED"
"11","80100061","INFO_DATA20","0","SUCCEEDED"
"11","80100062","INFO_NAME21","0","SUCCEEDED"
"11","80100063","INFO_ICON21","0","SUCCEEDED"
"11","80100064","INFO_DATA21","0","SUCCEEDED"
"11","80100065","INFO_NAME22","0","SUCCEEDED"
"11","80100066","INFO_ICON22","0","SUCCEEDED"
"11","80100067","INFO_DATA22","0","SUCCEEDED"
"11","80100068","INFO_NAME23","0","SUCCEEDED"
"11","80100069","INFO_ICON23","0","SUCCEEDED"
"11","80100070","INFO_DATA23","0","SUCCEEDED"
"11","80100071","INFO_NAME24","0","SUCCEEDED"
"11","80100072","INFO_ICON24","0","SUCCEEDED"
"11","80100073","INFO_DATA24","0","SUCCEEDED"
"11","80100074","INFO_NAME25","0","SUCCEEDED"
"11","80100075","INFO_ICON25","0","SUCCEEDED"
"11","80100076","INFO_DATA25","0","SUCCEEDED"
"11","80100077","INFO_NAME26","0","SUCCEEDED"
"11","80100078","INFO_ICON26","0","SUCCEEDED"
"11","80100079","INFO_DATA26","0","SUCCEEDED"
"11","80100080","INFO_NAME27","0","SUCCEEDED"
"11","80100081","INFO_ICON27","0","SUCCEEDED"
"11","80100082","INFO_DATA27","0","SUCCEEDED"
"11","80100083","INFO_NAME28","0","SUCCEEDED"
"11","80100084","INFO_ICON28","0","SUCCEEDED"
"11","80100085","INFO_DATA28","0","SUCCEEDED"
"11","80100086","INFO_NAME29","0","SUCCEEDED"
"11","80100087","INFO_ICON29","0","SUCCEEDED"
"11","80100088","INFO_DATA29","0","SUCCEEDED"
"11","80100089","INFO_NAME30","0","SUCCEEDED"
"11","80100090","INFO_ICON30","0","SUCCEEDED"
"11","80100091","INFO_DATA30","0","SUCCEEDED"
"11","80100092","INFO_NAME31","0","SUCCEEDED"
"11","80100093","INFO_ICON31","0","SUCCEEDED"
"11","80100094","INFO_DATA31","0","SUCCEEDED"
"11","80100095","INFO_NAME32","0","SUCCEEDED"
"11","80100096","INFO_ICON32","0","SUCCEEDED"
"11","80100097","INFO_DATA32","0","SUCCEEDED"
"11","80100098","INFO_NAME33","0","SUCCEEDED"
"11","80100099","INFO_ICON33","0","SUCCEEDED"
"11","80100100","INFO_DATA33","0","SUCCEEDED"
"11","80100101","INFO_NAME34","0","SUCCEEDED"
"11","80100102","INFO_ICON34","0","SUCCEEDED"
"11","80100103","INFO_DATA34","0","SUCCEEDED"
"11","80100104","INFO_NAME35","0","SUCCEEDED"
"11","80100105","INFO_ICON35","0","SUCCEEDED"
"11","80100106","INFO_DATA35","0","SUCCEEDED"
"11","80100107","INFO_NAME36","0","SUCCEEDED"
"11","80100108","INFO_ICON36","0","SUCCEEDED"
"11","80100109","INFO_DATA36","0","SUCCEEDED"
"11","80100110","INFO_NAME37","0","SUCCEEDED"
"11","80100111","INFO_ICON37","0","SUCCEEDED"
"11","80100112","INFO_DATA37","0","SUCCEEDED"
"11","80100113","INFO_NAME38","0","SUCCEEDED"
"11","80100114","INFO_ICON38","0","SUCCEEDED"
"11","80100115","INFO_DATA38","0","SUCCEEDED"
"11","80100116","INFO_NAME39","0","SUCCEEDED"
"11","80100117","INFO_ICON39","0","SUCCEEDED"
"11","80100118","INFO_DATA39","0","SUCCEEDED"
"11","80100119","INFO_NAME40","0","SUCCEEDED"
"11","80100120","INFO_ICON40","0","SUCCEEDED"
"11","80100121","INFO_DATA40","0","SUCCEEDED"
"11","80100122","INFO_NAME41","0","SUCCEEDED"
"11","80100123","INFO_ICON41","0","SUCCEEDED"
"11","80100124","INFO_DATA41","0","SUCCEEDED"
"11","80100125","INFO_NAME42","0","SUCCEEDED"
"11","80100126","INFO_ICON42","0","SUCCEEDED"
"11","80100127","INFO_DATA42","0","SUCCEEDED"
"11","80100128","INFO_NAME43","0","SUCCEEDED"
"11","80100129","INFO_ICON43","0","SUCCEEDED"
"11","80100130","INFO_DATA43","0","SUCCEEDED"
"11","80100131","INFO_NAME44","0","SUCCEEDED"
"11","80100132","INFO_ICON44","0","SUCCEEDED"
"11","80100133","INFO_DATA44","0","SUCCEEDED"
"11","80100134","INFO_NAME45","0","SUCCEEDED"
"11","80100135","INFO_ICON45","0","SUCCEEDED"
"11","80100136","INFO_DATA45","0","SUCCEEDED"
"11","80100137","INFO_NAME46","0","SUCCEEDED"
"11","80100138","INFO_ICON46","0","SUCCEEDED"
"11","80100139","INFO_DATA46","0","SUCCEEDED"
"11","80100140","INFO_NAME47","0","SUCCEEDED"
"11","80100141","INFO_ICON47","0","SUCCEEDED"
"11","80100142","INFO_DATA47","0","SUCCEEDED"
"11","80100143","INFO_NAME48","0","SUCCEEDED"
"11","80100144","INFO_ICON48","0","SUCCEEDED"
"11","80100145","INFO_DATA48","0","SUCCEEDED"
"11","80100146","INFO_NAME49","0","SUCCEEDED"
"11","80100147","INFO_ICON49","0","SUCCEEDED"
"11","80100148","INFO_DATA49","0","SUCCEEDED"
"11","80100149","INFO_NAME50","0","SUCCEEDED"
"11","80100150","INFO_ICON50","0","SUCCEEDED"
"11","80100151","INFO_DATA50","0","SUCCEEDED"
"11","80100152","INFO_NAME51","0","SUCCEEDED"
"11","80100153","INFO_ICON51","0","SUCCEEDED"
"11","80100154","INFO_DATA51","0","SUCCEEDED"
"11","80100155","INFO_NAME52","0","SUCCEEDED"
"11","80100156","INFO_ICON52","0","SUCCEEDED"
"11","80100157","INFO_DATA52","0","SUCCEEDED"
"11","80100158","INFO_NAME53","0","SUCCEEDED"
"11","80100159","INFO_ICON53","0","SUCCEEDED"
"11","80100160","INFO_DATA53","0","SUCCEEDED"
"11","80100161","INFO_NAME54","0","SUCCEEDED"
"11","80100162","INFO_ICON54","0","SUCCEEDED"
"11","80100163","INFO_DATA54","0","SUCCEEDED"
"11","80100164","INFO_NAME55","0","SUCCEEDED"
"11","80100165","INFO_ICON55","0","SUCCEEDED"
"11","80100166","INFO_DATA55","0","SUCCEEDED"
"11","80100167","INFO_NAME56","0","SUCCEEDED"
"11","80100168","INFO_ICON56","0","SUCCEEDED"
"11","80100169","INFO_DATA56","0","SUCCEEDED"
"11","80100170","INFO_NAME57","0","SUCCEEDED"
"11","80100171","INFO_ICON57","0","SUCCEEDED"
"11","80100172","INFO_DATA57","0","SUCCEEDED"
"11","80100173","INFO_NAME58","0","SUCCEEDED"
"11","80100174","INFO_ICON58","0","SUCCEEDED"
"11","80100175","INFO_DATA58","0","SUCCEEDED"
"11","80100176","INFO_NAME59","0","SUCCEEDED"
"11","80100177","INFO_ICON59","0","SUCCEEDED"
"11","80100178","INFO_DATA59","0","SUCCEEDED"
"11","80100179","INFO_NAME60","0","SUCCEEDED"
"11","80100180","INFO_ICON60","0","SUCCEEDED"
"11","80100181","INFO_DATA60","0","SUCCEEDED"
"11","80100182","INFO_NAME61","0","SUCCEEDED"
"11","80100183","INFO_ICON61","0","SUCCEEDED"
"11","80100184","INFO_DATA61","0","SUCCEEDED"
"11","80100185","INFO_NAME62","0","SUCCEEDED"
"11","80100186","INFO_ICON62","0","SUCCEEDED"
"11","80100187","INFO_DATA62","0","SUCCEEDED"
"11","80100188","INFO_NAME63","0","SUCCEEDED"
"11","80100189","INFO_ICON63","0","SUCCEEDED"
"11","80100190","INFO_DATA63","0","SUCCEEDED"
"11","80100191","INFO_NAME64","0","SUCCEEDED"
"11","80100192","INFO_ICON64","0","SUCCEEDED"
"11","80100193","INFO_DATA64","0","SUCCEEDED"
"11","80100194","INFO_NAME65","0","SUCCEEDED"
"11","80100195","INFO_ICON65","0","SUCCEEDED"
"11","80100196","INFO_DATA65","0","SUCCEEDED"
"11","80100197","INFO_NAME66","0","SUCCEEDED"
"11","80100198","INFO_ICON66","0","SUCCEEDED"
"11","80100199","INFO_DATA66","0","SUCCEEDED"
"11","80100200","INFO_NAME67","0","SUCCEEDED"
"11","80100201","INFO_ICON67","0","SUCCEEDED"
"11","80100202","INFO_DATA67","0","SUCCEEDED"
"11","80100203","INFO_NAME68","0","SUCCEEDED"
"11","80100204","INFO_ICON68","0","SUCCEEDED"
"11","80100205","INFO_DATA68","0","SUCCEEDED"
"11","80100206","INFO_NAME69","0","SUCCEEDED"
"11","80100207","INFO_ICON69","0","SUCCEEDED"
"11","80100208","INFO_DATA69","0","SUCCEEDED"
"11","80100209","INFO_NAME70","0","SUCCEEDED"
"11","80100210","INFO_ICON70","0","SUCCEEDED"
"11","80100211","INFO_DATA70","0","SUCCEEDED"
"11","80100212","INFO_NAME71","0","SUCCEEDED"
"11","80100213","INFO_ICON71","0","SUCCEEDED"
"11","80100214","INFO_DATA71","0","SUCCEEDED"
"11","80100215","INFO_NAME72","0","SUCCEEDED"
"11","80100216","INFO_ICON72","0","SUCCEEDED"
"11","80100217","INFO_DATA72","0","SUCCEEDED"
"11","80100218","INFO_NAME73","0","SUCCEEDED"
"11","80100219","INFO_ICON73","0","SUCCEEDED"
"11","80100220","INFO_DATA73","0","SUCCEEDED"
"11","80100221","INFO_NAME74","0","SUCCEEDED"
"11","80100222","INFO_ICON74","0","SUCCEEDED"
"11","80100223","INFO_DATA74","0","SUCCEEDED"
"11","80100224","INFO_NAME75","0","SUCCEEDED"
"11","80100225","INFO_ICON75","0","SUCCEEDED"
"11","80100226","INFO_DATA75","0","SUCCEEDED"
"11","80100227","INFO_NAME76","0","SUCCEEDED"
"11","80100228","INFO_ICON76","0","SUCCEEDED"
"11","80100229","INFO_DATA76","0","SUCCEEDED"
"11","80100230","INFO_NAME77","0","SUCCEEDED"
"11","80100231","INFO_ICON77","0","SUCCEEDED"
"11","80100232","INFO_DATA77","0","SUCCEEDED"
"11","80100233","INFO_NAME78","0","SUCCEEDED"
"11","80100234","INFO_ICON78","0","SUCCEEDED"
"11","80100235","INFO_DATA78","0","SUCCEEDED"
"11","80100236","INFO_NAME79","0","SUCCEEDED"
"11","80100237","INFO_ICON79","0","SUCCEEDED"
"11","80100238","INFO_DATA79","0","SUCCEEDED"
"11","80100239","INFO_NAME80","0","SUCCEEDED"
"11","80100240","INFO_ICON80","0","SUCCEEDED"
"11","80100241","INFO_DATA80","0","SUCCEEDED"
"11","80100242","INFO_NAME81","0","SUCCEEDED"
"11","80100243","INFO_ICON81","0","SUCCEEDED"
"11","80100244","INFO_DATA81","0","SUCCEEDED"
"11","80100245","INFO_NAME82","0","SUCCEEDED"
"11","80100246","INFO_ICON82","0","SUCCEEDED"
"11","80100247","INFO_DATA82","0","SUCCEEDED"
"11","80100248","INFO_NAME83","0","SUCCEEDED"
"11","80100249","INFO_ICON83","0","SUCCEEDED"
"11","80100250","INFO_DATA83","0","SUCCEEDED"
"11","80100251","INFO_NAME84","0","SUCCEEDED"
"11","80100252","INFO_ICON84","0","SUCCEEDED"
"11","80100253","INFO_DATA84","0","SUCCEEDED"
"11","80100254","INFO_NAME85","0","SUCCEEDED"
"11","80100255","INFO_ICON85","0","SUCCEEDED"
"11","80100256","INFO_DATA85","0","SUCCEEDED"
"11","80100257","INFO_NAME86","0","SUCCEEDED"
"11","80100258","INFO_ICON86","0","SUCCEEDED"
"11","80100259","INFO_DATA86","0","SUCCEEDED"
"11","80100260","INFO_NAME87","0","SUCCEEDED"
"11","80100261","INFO_ICON87","0","SUCCEEDED"
"11","80100262","INFO_DATA87","0","SUCCEEDED"
"11","80100263","INFO_NAME88","0","SUCCEEDED"
"11","80100264","INFO_ICON88","0","SUCCEEDED"
"11","80100265","INFO_DATA88","0","SUCCEEDED"
"11","80100266","INFO_NAME89","0","SUCCEEDED"
"11","80100267","INFO_ICON89","0","SUCCEEDED"
"11","80100268","INFO_DATA89","0","SUCCEEDED"
"11","80100269","INFO_NAME90","0","SUCCEEDED"
"11","80100270","INFO_ICON90","0","SUCCEEDED"
"11","80100271","INFO_DATA90","0","SUCCEEDED"
"11","80100272","INFO_NAME91","0","SUCCEEDED"
"11","80100273","INFO_ICON91","0","SUCCEEDED"
"11","80100274","INFO_DATA91","0","SUCCEEDED"
"11","80100275","INFO_NAME92","0","SUCCEEDED"
"11","80100276","INFO_ICON92","0","SUCCEEDED"
"11","80100277","INFO_DATA92","0","SUCCEEDED"
"11","80100278","INFO_NAME93","0","SUCCEEDED"
"11","80100279","INFO_ICON93","0","SUCCEEDED"
"11","80100280","INFO_DATA93","0","SUCCEEDED"
"11","80100281","INFO_NAME94","0","SUCCEEDED"
"11","80100282","INFO_ICON94","0","SUCCEEDED"
"11","80100283","INFO_DATA94","0","SUCCEEDED"
"11","80100284","INFO_NAME95","0","SUCCEEDED"
"11","80100285","INFO_ICON95","0","SUCCEEDED"
"11","80100286","INFO_DATA95","0","SUCCEEDED"
"11","80100287","INFO_NAME96","0","SUCCEEDED"
"11","80100288","INFO_ICON96","0","SUCCEEDED"
"11","80100289","INFO_DATA96","0","SUCCEEDED"
"11","80100290","INFO_NAME97","0","SUCCEEDED"
"11","80100291","INFO_ICON97","0","SUCCEEDED"
"11","80100292","INFO_DATA97","0","SUCCEEDED"
"11","80100293","INFO_NAME98","0","SUCCEEDED"
"11","80100294","INFO_ICON98","0","SUCCEEDED"
"11","80100295","INFO_DATA98","0","SUCCEEDED"
"11","80100296","INFO_NAME99","0","SUCCEEDED"
"11","80100297","INFO_ICON99","0","SUCCEEDED"
"11","80100298","INFO_DATA99","0","SUCCEEDED"
"11","80100299","INFO_NAME100","0","SUCCEEDED"
"11","80100300","INFO_ICON100","0","SUCCEEDED"
"11","80100301","INFO_DATA100","0","SUCCEEDED"
"11","80400001","Default Setting","0","SUCCEEDED"
"11","80400002","Program 1 name","0","SUCCEEDED"
"11","80400003","Program 1 icon","0","SUCCEEDED"
"11","80400004","Program 1 data","0","SUCCEEDED"
"11","80400005","Program 2 name","0","SUCCEEDED"
"11","80400006","Program 2 icon","0","SUCCEEDED"
"11","80400007","Program 2 data","0","SUCCEEDED"
"11","80400008","Program 3 name","0","SUCCEEDED"
"11","80400009","Program 3 icon","0","SUCCEEDED"
"11","80400010","Program 3 data","0","SUCCEEDED"
"11","80400011","Program 4 name","0","SUCCEEDED"
"11","80400012","Program 4 icon","0","SUCCEEDED"
"11","80400013","Program 4 data","0","SUCCEEDED"
"11","80400014","Program 5 name","0","SUCCEEDED"
"11","80400015","Program 5 icon","0","SUCCEEDED"
"11","80400016","Program 5 data","0","SUCCEEDED"
"11","80400017","Program 6 name","0","SUCCEEDED"
"11","80400018","Program 6 icon","0","SUCCEEDED"
"11","80400019","Program 6 data","0","SUCCEEDED"
"11","80400020","Program 7 name","0","SUCCEEDED"
"11","80400021","Program 7 icon","0","SUCCEEDED"
"11","80400022","Program 7 data","0","SUCCEEDED"
"11","80400023","Program 8 name","0","SUCCEEDED"
"11","80400024","Program 8 icon","0","SUCCEEDED"
"11","80400025","Program 8 data","0","SUCCEEDED"
"11","80400026","Program 9 name","0","SUCCEEDED"
"11","80400027","Program 9 icon","0","SUCCEEDED"
"11","80400028","Program 9 data","0","SUCCEEDED"
